N,Year,TLen,Species,number,PerpDist,
1,2005,35,Blackstart,1,0.0,
2,2005,35,LaughingDove,1,0.2,
3,2005,35,Blackstart,1,0.0,
4,2005,35,Blackstart,1,3.3,
5,2005,35,WhiteCrownedBlackWheatear,2,4.4,
6,2005,35,WhiteCrownedBlackWheatear,1,6.4,
7,2005,35,Blackstart,1,7.1,
8,2005,35,WhiteCrownedBlackWheatear,1,4.8,
9,2005,35,DesertLark,3,11.5,
10,2005,35,SinaiRoseFinch,2,14.1,
11,2005,35,ScrubWarbler,2,0.0,
12,2005,35,Blackstart,1,2.1,
13,2005,35,WhiteCrownedBlackWheatear,1,6.2,
14,2005,35,WhiteCrownedBlackWheatear,1,16.2,
15,2005,35,ScrubWarbler,2,17.3,
16,2005,35,WhiteCrownedBlackWheatear,1,19.7,
17,2005,35,DesertLark,1,20.0,
18,2005,35,GreatSpottedCuckoo,1,20.0,
19,2005,35,RockDove,3,0.0,
20,2005,35,WhiteCrownedBlackWheatear,1,6.0,
21,2005,35,Blackstart,1,14.3,
22,2005,35,Blackstart,2,0.0,
23,2005,35,RockDove,5,2.6,
24,2005,35,TristramsStarling,10,7.8,
25,2005,35,WhiteCrownedBlackWheatear,4,13.6,
26,2005,35,YellowVentedBulbul,1,21.6,
27,2005,35,DesertLark,1,0.0,
28,2005,35,ScrubWarbler,1,17.5,
29,2005,35,WhiteCrownedBlackWheatear,1,37.7,
30,2005,35,Blackstart,1,9.6,
31,2005,35,WhiteCrownedBlackWheatear,1,5.2,
32,2005,35,WhiteCrownedBlackWheatear,1,50.9,
33,2005,35,WhiteCrownedBlackWheatear,1,0.0,
34,2005,35,WhiteCrownedBlackWheatear,1,25.4,
35,2005,35,Blackstart,2,45.0,
36,2005,35,SinaiRoseFinch,1,45.0,
37,2005,35,Blackstart,1,70.0,
38,2005,35,SandPartridge,1,70.0,
39,2005,35,DesertLark,1,0.0,
40,2005,35,SandPartridge,2,45.9,
41,2005,35,DesertLark,1,0.0,
42,2005,35,WhiteCrownedBlackWheatear,1,8.7,
43,2005,35,WhiteCrownedBlackWheatear,1,71.9,
44,2005,35,TristramsStarling,4,98.5,
45,2005,35,TristramsStarling,1,75.0,
46,2005,35,RockDove,13,0.0,
47,2005,35,OlivaceousWarbler,1,0.0,
48,2005,35,RockMartin,2,0.0,
49,2005,35,TristramsStarling,1,0.0,
50,2005,35,WhiteCrownedBlackWheatear,1,0.0,
51,2005,35,PalestineSunbird,1,4.5,
52,2005,35,PalestineSunbird,1,2.1,
53,2005,35,PalestineSunbird,2,2.1,
54,2005,35,LaughingDove,1,0.0,
55,2005,35,WhiteCrownedBlackWheatear,1,0.0,
56,2005,35,WhiteCrownedBlackWheatear,1,0.0,
57,2005,35,PalestineSunbird,1,3.3,
58,2005,35,SinaiRoseFinch,1,3.4,
59,2005,35,PalestineSunbird,1,6.4,
60,2005,35,SinaiRoseFinch,7,8.7,
61,2005,35,YellowVentedBulbul,4,0.0,
62,2005,35,PalestineSunbird,4,0.0,
63,2005,35,RockDove,2,0.0,
64,2005,35,SinaiRoseFinch,2,0.0,
65,2005,35,WhiteCrownedBlackWheatear,2,0.0,
66,2005,35,WhiteCrownedBlackWheatear,3,0.0,
67,2005,35,ScrubWarbler,2,0.5,
68,2005,35,DesertLark,1,7.5,
69,2005,35,ScrubWarbler,5,7.5,
70,2005,35,DesertLark,1,11.5,
71,2005,35,WhiteCrownedBlackWheatear,1,12.7,
72,2005,35,LaughingDove,1,13.6,
73,2005,35,Blackstart,1,14.1,
74,2005,35,DesertLark,2,14.8,
75,2005,35,DesertLark,1,15.0,
76,2005,35,DesertLark,2,2.8,
77,2005,35,SinaiRoseFinch,1,3.5,
78,2005,35,WhiteCrownedBlackWheatear,1,3.5,
79,2005,35,LaughingDove,1,5.2,
80,2005,35,PalestineSunbird,1,6.8,
81,2005,35,Blackstart,1,12.9,
82,2005,35,DesertLark,1,12.9,
83,2005,35,LaughingDove,1,12.9,
84,2005,35,OrpheanWarbler,1,12.9,
85,2005,35,ScrubWarbler,1,12.9,
86,2005,35,SinaiRoseFinch,2,12.9,
87,2005,35,SinaiRoseFinch,1,12.9,
88,2005,35,SinaiRoseFinch,8,12.9,
89,2005,35,TristramsStarling,1,12.9,
90,2005,35,YellowVentedBulbul,3,12.9,
91,2005,35,OlivaceousWarbler,1,14.1,
92,2005,35,DesertLark,2,15.3,
93,2005,35,LaughingDove,2,17.3,
94,2005,35,ScrubWarbler,1,19.3,
95,2005,35,SinaiRoseFinch,1,19.3,
96,2005,35,WhiteCrownedBlackWheatear,1,19.7,
97,2005,35,WhiteCrownedBlackWheatear,2,19.3,
98,2005,35,SinaiRoseFinch,3,0.0,
99,2005,35,HoodedWheatear,1,20.0,
100,2005,35,ScrubWarbler,1,20.0,
101,2005,35,WhiteCrownedBlackWheatear,1,6.5,
102,2005,35,DesertLark,1,12.5,
103,2005,35,SinaiRoseFinch,2,16.1,
104,2005,35,DesertLark,1,21.7,
105,2005,35,DesertLark,3,0.0,
106,2005,35,PalestineSunbird,1,5.2,
107,2005,35,WhiteCrownedBlackWheatear,1,5.2,
108,2005,35,SinaiRoseFinch,7,17.2,
109,2005,35,DesertLark,1,23.0,
110,2005,35,SinaiRoseFinch,3,24.3,
111,2005,35,RockDove,2,26.0,
112,2005,35,WhiteCrownedBlackWheatear,2,29.5,
113,2005,35,SinaiRoseFinch,1,30.0,
114,2005,35,SinaiRoseFinch,1,30.0,
115,2005,35,WhiteCrownedBlackWheatear,1,30.0,
116,2005,35,DesertLark,1,10.4,
117,2005,35,LaughingDove,1,20.0,
118,2005,35,PalestineSunbird,1,20.0,
119,2005,35,LaughingDove,1,36.3,
120,2005,35,WhiteCrownedBlackWheatear,1,40.0,
121,2005,35,WhiteCrownedBlackWheatear,1,40.0,
122,2005,35,WhiteCrownedBlackWheatear,1,40.0,
123,2005,35,YellowVentedBulbul,2,0.0,
124,2005,35,YellowVentedBulbul,3,0.0,
125,2005,35,LaughingDove,10,1.7,
126,2005,35,WhiteCrownedBlackWheatear,3,5.2,
127,2005,35,DesertLark,3,12.9,
128,2005,35,LaughingDove,1,12.9,
129,2005,35,ScrubWarbler,1,15.5,
130,2005,35,WhiteCrownedBlackWheatear,1,17.1,
131,2005,35,WhiteCrownedBlackWheatear,1,25.0,
132,2005,35,TristramsStarling,1,28.7,
133,2005,35,LaughingDove,1,33.5,
134,2005,35,RockDove,1,43.3,
135,2005,35,TristramsStarling,1,50.0,
136,2005,35,WhiteCrownedBlackWheatear,1,6.7,
137,2005,35,Blackstart,1,0.0,
138,2005,35,LaughingDove,1,8.4,
139,2005,35,WhiteCrownedBlackWheatear,1,41.7,
140,2005,35,TristramsStarling,2,42.4,
141,2005,35,WhiteCrownedBlackWheatear,1,42.4,
142,2005,35,WhiteCrownedBlackWheatear,2,49.1,
143,2005,35,YellowVentedBulbul,2,50.3,
144,2005,35,WhiteCrownedBlackWheatear,2,59.1,
145,2005,35,YellowVentedBulbul,1,59.1,
146,2005,35,RockDove,3,10.4,
147,2005,35,TristramsStarling,1,10.4,
148,2005,35,LaughingDove,1,35.0,
149,2005,35,LaughingDove,2,40.2,
150,2005,35,LaughingDove,1,43.1,
151,2005,35,YellowVentedBulbul,2,52.0,
152,2005,35,LaughingDove,1,57.3,
153,2005,35,SinaiRoseFinch,1,60.6,
154,2005,35,WhiteCrownedBlackWheatear,2,70.0,
155,2005,35,PalestineSunbird,1,37.5,
156,2005,35,WhiteCrownedBlackWheatear,2,0.0,
157,2005,35,ScrubWarbler,2,40.0,
158,2005,35,SinaiRoseFinch,7,40.0,
159,2005,35,WhiteCrownedBlackWheatear,1,72.5,
160,2005,35,WhiteCrownedBlackWheatear,1,57.9,
161,2005,35,Chukar,1,42.3,
162,2005,35,RockDove,14,58.8,
163,2005,35,WhiteCrownedBlackWheatear,2,89.1,
164,2005,35,RockMartin,4,100.0,
165,2005,35,RockMartin,1,115.9,
166,2005,35,DesertLark,1,10.9,
167,2005,35,WhiteCrownedBlackWheatear,1,10.9,
168,2005,35,Chukar,6,125.0,
169,2005,35,WhiteCrownedBlackWheatear,7,145.5,
170,2005,35,WhiteCrownedBlackWheatear,1,51.8,
171,2005,35,FanTailedRaven ,2,26.1,
172,2005,35,WhiteCrownedBlackWheatear,2,150.0,
173,2005,35,RockDove,8,129.4,
174,2005,35,HouseSparrow,5,0.0,
175,2005,35,OliveTreeWarbler,1,0.0,
176,2005,35,Blackstart,2,8.5,
177,2005,35,RockDove,2,0.0,
178,2005,35,RockMartin,7,0.0,
179,2005,35,WhiteCrownedBlackWheatear,1,13.6,
180,2005,35,ScrubWarbler,1,4.2,
181,2005,35,ScrubWarbler,2,13.9,
182,2005,35,LaughingDove,1,16.4,
183,2005,35,WhiteCrownedBlackWheatear,2,16.4,
184,2005,35,RockDove,2,20.0,
185,2005,35,LaughingDove,5,0.0,
186,2005,35,WhiteCrownedBlackWheatear,2,10.3,
187,2005,35,RockMartin,1,19.3,
188,2005,35,WhiteCrownedBlackWheatear,2,19.3,
189,2005,35,RockDove,8,52.0,
190,2005,35,WhiteCrownedBlackWheatear,2,66.0,
191,2005,35,YellowVentedBulbul,1,0.0,
192,2005,35,Blackstart,1,0.0,
193,2005,35,Hoopoe,2,20.0,
194,2005,35,LaughingDove,1,20.0,
195,2005,35,LaughingDove,1,20.0,
196,2005,35,YellowVentedBulbul,1,20.0,
197,2005,35,YellowVentedBulbul,2,50.0,
198,2005,35,SandPartridge,1,80.0,
199,2006,58,WhiteCrownedBlackWheatear,1,20.0,
200,2006,58,RockMartin,1,20.0,
201,2006,58,WhiteCrownedBlackWheatear,1,35.0,
202,2006,58,LaughingDove,1,25.0,
203,2006,58,WhiteCrownedBlackWheatear,2,28.0,
204,2006,58,WhiteCrownedBlackWheatear,1,30.0,
205,2006,58,RockMartin,4,40.0,
206,2006,58,WhiteCrownedBlackWheatear,2,50.0,
207,2006,58,RockMartin,1,50.0,
208,2006,58,WhiteCrownedBlackWheatear,1,20.0,
209,2006,58,RockMartin,1,30.0,
210,2006,58,OlivaceousWarbler,1,20.0,
211,2006,58,WhiteCrownedBlackWheatear,2,50.0,
212,2006,58,RockMartin,1,20.0,
213,2006,58,OrpheanWarbler,1,30.0,
214,2006,58,LesserWhitethroat,1,30.0,
215,2006,58,RockMartin,1,32.0,
216,2006,58,WhiteCrownedBlackWheatear,1,34.0,
217,2006,58,ArabianWarbler,2,20.0,
218,2006,58,RockMartin,1,35.0,
219,2006,58,OlivaceousWarbler,1,20.0,
220,2006,58,Blackstart,1,20.0,
221,2006,58,LaughingDove,1,10.0,
222,2006,58,RockMartin,1,12.0,
223,2006,58,RockMartin,2,15.0,
224,2006,58,EgyptianVulture,1,50.0,
225,2006,58,RockMartin,2,10.0,
226,2006,58,WhiteCrownedBlackWheatear,2,20.0,
227,2006,58,OrpheanWarbler,1,70.0,
228,2006,58,RockMartin,3,35.0,
229,2006,58,RockMartin,1,10.0,
230,2006,58,RockDove,9,45.0,
231,2006,58,LaughingDove,1,35.0,
232,2006,58,YellowVentedBulbul,2,35.0,
233,2006,58,RockMartin,2,20.0,
234,2006,58,LaughingDove,2,10.0,
235,2006,58,RockMartin,3,35.0,
236,2006,58,RockMartin,2,10.0,
237,2006,58,YellowVentedBulbul,2,20.0,
238,2006,58,RockMartin,1,23.0,
239,2006,58,WhiteCrownedBlackWheatear,1,50.0,
240,2006,58,Blackstart,1,50.0,
241,2006,58,YellowVentedBulbul,2,50.0,
242,2006,58,WhiteCrownedBlackWheatear,1,10.0,
243,2006,58,OlivaceousWarbler,2,30.0,
244,2006,58,RockDove,17,23.0,
245,2006,58,YellowVentedBulbul,2,10.0,
246,2006,58,LaughingDove,1,10.0,
247,2006,58,WhiteCrownedBlackWheatear,1,10.0,
248,2006,58,YellowVentedBulbul,1,20.0,
249,2006,58,WhiteCrownedBlackWheatear,1,30.0,
250,2006,58,LaughingDove,3,50.0,
251,2006,58,RockMartin,1,10.0,
252,2006,58,RockDove,11,30.0,
253,2006,58,RockMartin,2,80.0,
254,2006,58,RockDove,5,50.0,
255,2006,58,Blackstart,3,75.0,
256,2006,58,ScrubWarbler,2,75.0,
257,2006,58,WhiteCrownedBlackWheatear,2,20.0,
258,2006,58,YellowVentedBulbul,2,10.0,
259,2006,58,LaughingDove,1,20.0,
260,2006,58,OlivaceousWarbler,1,10.0,
261,2006,58,LaughingDove,1,10.0,
262,2006,58,WhiteCrownedBlackWheatear,1,50.0,
263,2006,58,LaughingDove,2,10.0,
264,2006,58,RockDove,4,12.0,
265,2006,58,YellowVentedBulbul,2,13.0,
266,2006,58,LaughingDove,1,15.0,
267,2006,58,YellowVentedBulbul,2,15.0,
268,2006,58,WhiteCrownedBlackWheatear,2,20.0,
269,2006,58,RockDove,5,24.0,
270,2006,58,RockMartin,1,22.0,
271,2006,58,DesertLark,1,20.0,
272,2006,58,LaughingDove,1,20.0,
273,2006,58,DesertLark,1,10.0,
274,2006,58,Blackstart,2,10.0,
275,2006,58,WhiteCrownedBlackWheatear,1,10.0,
276,2006,58,ScrubWarbler,1,50.0,
277,2006,58,Blackstart,2,20.0,
278,2006,58,Blackstart,1,50.0,
279,2006,58,ArabianWarbler,1,30.0,
280,2006,58,RockMartin,1,21.0,
281,2006,58,OlivaceousWarbler,2,10.0,
282,2006,58,Blackstart,1,50.0,
283,2006,58,RockMartin,1,10.0,
284,2006,58,ArabianWarbler,1,10.0,
285,2006,58,YellowVentedBulbul,1,50.0,
286,2006,58,ScrubWarbler,2,30.0,
287,2006,58,YellowVentedBulbul,2,75.0,
288,2006,58,OlivaceousWarbler,2,50.0,
289,2006,58,OlivaceousWarbler,1,30.0,
290,2006,58,ScrubWarbler,1,50.0,
291,2006,58,LaughingDove,1,75.0,
292,2006,58,WhiteCrownedBlackWheatear,1,20.0,
293,2006,58,YellowVentedBulbul,1,20.0,
294,2006,58,OlivaceousWarbler,3,50.0,
295,2006,58,ScrubWarbler,2,10.0,
296,2006,58,WhiteCrownedBlackWheatear,3,50.0,
297,2006,58,WhiteCrownedBlackWheatear,2,40.0,
298,2006,58,WhiteCrownedBlackWheatear,1,15.0,
299,2006,58,TristramsStarling,2,25.0,
300,2006,58,RockDove,5,5.0,
301,2006,58,SinaiRosefinch,2,1.0,
302,2006,58,RockDove,2,35.0,
303,2006,58,WhiteCrownedBlackWheatear,2,2.0,
304,2006,58,RockDove,2,20.0,
305,2006,58,RockDove,25,40.0,
306,2006,58,Blackstart,1,5.0,
307,2006,58,TristramsStarling,2,30.0,
308,2006,58,RockDove,4,30.0,
309,2006,58,WhiteCrownedBlackWheatear,1,30.0,
310,2006,58,RockMartin,1,16.0,
311,2006,58,TristramsStarling,1,76.0,
312,2006,58,WhiteCrownedBlackWheatear,1,10.0,
313,2006,58,RockMartin,1,85.0,
314,2006,58,TristramsStarling,2,2.0,
315,2006,58,WhiteCrownedBlackWheatear,1,5.0,
316,2006,58,Blackstart,1,5.0,
317,2006,58,RockMartin,7,10.0,
318,2006,58,LaughingDove,2,10.0,
319,2006,58,RockMartin,2,15.0,
320,2006,58,Blackstart,1,1.0,
321,2006,58,TristramsStarling,2,2.0,
322,2006,58,TristramsStarling,2,20.0,
323,2006,58,SpectacledBulbul,1,2.0,
324,2006,58,TristramsStarling,1,5.0,
325,2006,58,WhiteCrownedBlackWheatear,1,5.0,
326,2006,58,WhiteCrownedBlackWheatear,1,5.0,
327,2006,58,WhiteCrownedBlackWheatear,1,5.0,
328,2006,58,TristramsStarling,32,10.0,
329,2006,58,TristramsStarling,1,50.0,
330,2006,58,WhiteCrownedBlackWheatear,2,45.0,
331,2006,58,RockMartin,1,55.0,
332,2006,58,TristramsStarling,1,67.0,
333,2006,58,LaughingDove,1,1.0,
334,2006,58,Blackstart,1,1.0,
335,2006,58,RockMartin,6,30.0,
336,2006,58,DesertLark,2,30.0,
337,2006,58,RockDove,12,30.0,
338,2006,58,DesertLark,2,30.0,
339,2006,58,RockMartin,2,40.0,
340,2006,58,LaughingDove,1,20.0,
341,2006,58,WhiteCrownedBlackWheatear,2,15.0,
342,2006,58,WhiteCrownedBlackWheatear,2,20.0,
343,2006,58,LaughingDove,2,20.0,
344,2006,58,SpectacledBulbul,2,25.0,
345,2006,58,WhiteCrownedBlackWheatear,2,40.0,
346,2006,58,TristramsStarling,2,40.0,
347,2006,58,SpectacledBulbul,1,20.0,
348,2006,58,RockDove,3,30.0,
349,2006,58,LaughingDove,1,30.0,
350,2006,58,RockDove,2,40.0,
351,2006,58,RockMartin,2,25.0,
352,2006,58,RockDove,30,10.0,
353,2006,58,WhiteCrownedBlackWheatear,1,1.0,
354,2006,58,RockMartin,2,10.0,
355,2006,58,DesertLark,3,10.0,
356,2006,58,RockDove,12,25.0,
357,2006,58,RockMartin,3,40.0,
358,2006,58,RockMartin,1,20.0,
359,2006,58,EuropeanBeeEater,1,20.0,
360,2006,58,Blackstart,1,10.0,
361,2006,58,RockMartin,3,18.0,
362,2006,58,TrumpeterFinch,3,20.0,
363,2006,58,RockMartin,3,40.0,
364,2006,58,RockMartin,3,97.0,
365,2006,58,RockDove,30,59.0,
366,2006,58,RockDove,2,55.0,
367,2006,58,WhiteCrownedBlackWheatear,2,1.0,
368,2006,58,RockMartin,1,40.0,
369,2006,58,RockDove,13,38.0,
370,2006,58,PalestineSunbird,1,30.0,
371,2006,58,EgyptianVulture,1,45.0,
372,2006,58,OrpheanWarbler,1,97.0,
373,2006,58,ScrubWarbler,1,100.0,
374,2006,58,WhiteCrownedBlackWheatear,1,30.0,
375,2006,58,Blackstart,2,50.0,
376,2006,58,SinaiRosefinch,3,50.0,
377,2006,58,RockMartin,2,20.0,
378,2006,58,WhiteCrownedBlackWheatear,1,30.0,
379,2006,58,LaughingDove,2,20.0,
380,2006,58,TristramsStarling,2,20.0,
381,2006,58,OrpheanWarbler,1,10.0,
382,2006,58,PalestineSunbird,1,92.0,
383,2006,58,SinaiRosefinch,4,25.0,
384,2006,58,Blackstart,1,2.0,
385,2006,58,OrpheanWarbler,1,1.0,
386,2006,58,SpectacledBulbul,2,25.0,
387,2006,58,LaughingDove,2,20.0,
388,2006,58,Blackstart,2,20.0,
389,2006,58,WhiteCrownedBlackWheatear,2,30.0,
390,2006,58,Blackstart,3,30.0,
391,2006,58,OrpheanWarbler,1,30.0,
392,2006,58,LaughingDove,1,30.0,
393,2006,58,LaughingDove,8,10.0,
394,2006,58,RockMartin,1,48.0,
395,2006,58,WhiteCrownedBlackWheatear,1,5.0,
396,2006,58,TristramsStarling,2,70.0,
397,2006,58,DesertLark,2,5.0,
398,2006,58,RockMartin,1,5.0,
399,2006,58,LaughingDove,1,76.0,
400,2006,58,SinaiRosefinch,1,10.0,
401,2006,58,LaughingDove,1,43.0,
402,2006,58,LaughingDove,1,5.0,
403,2006,58,DesertLark,2,5.0,
404,2006,58,SinaiRosefinch,3,10.0,
405,2006,58,RockMartin,1,51.0,
406,2006,58,WhiteCrownedBlackWheatear,2,30.0,
407,2006,58,DesertLark,2,30.0,
408,2006,58,LaughingDove,1,40.0,
409,2006,58,DesertLark,2,40.0,
410,2006,58,LaughingDove,1,40.0,
411,2006,58,LaughingDove,1,5.0,
412,2006,58,WhiteCrownedBlackWheatear,1,10.0,
413,2006,58,RockMartin,1,20.0,
414,2006,58,WhiteCrownedBlackWheatear,1,20.0,
415,2006,58,Blackstart,2,1.0,
416,2006,58,OrpheanWarbler,1,1.0,
417,2006,58,LaughingDove,1,99.0,
418,2006,58,RockMartin,1,69.0,
419,2006,58,WhiteCrownedBlackWheatear,1,1.0,
420,2006,58,TristramsStarling,1,70.0,
421,2006,58,RockMartin,1,97.0,
422,2006,58,LaughingDove,1,70.0,
423,2006,58,LaughingDove,1,5.0,
424,2006,58,WhiteCrownedBlackWheatear,1,5.0,
425,2006,58,LaughingDove,1,5.0,
426,2006,58,OrpheanWarbler,1,87.0,
427,2006,58,OrpheanWarbler,2,10.0,
428,2006,58,LesserWhitethroat,1,10.0,
429,2006,58,WhiteCrownedBlackWheatear,2,10.0,
430,2006,58,SpectacledBulbul,2,10.0,
431,2006,58,Blackstart,1,10.0,
432,2006,58,SinaiRosefinch,3,1.0,
433,2006,58,TristramsStarling,2,50.0,
434,2006,58,SpectacledBulbul,2,20.0,
435,2006,58,SinaiRosefinch,1,5.0,
436,2006,58,WhiteCrownedBlackWheatear,1,10.0,
437,2006,58,SinaiRosefinch,3,10.0,
438,2006,58,SinaiRosefinch,4,1.0,
439,2006,58,SpectacledBulbul,1,5.0,
440,2006,58,WhiteCrownedBlackWheatear,1,1.0,
441,2006,58,SinaiRosefinch,2,1.0,
442,2006,58,SpectacledBulbul,1,5.0,
443,2006,58,WhiteCrownedBlackWheatear,1,1.0,
444,2006,58,RockMartin,1,66.0,
445,2006,58,Blackstart,2,1.0,
446,2006,58,SinaiRosefinch,3,20.0,
447,2006,58,SinaiRosefinch,1,44.0,
448,2006,58,Blackstart,1,10.0,
449,2006,58,LaughingDove,3,10.0,
450,2006,58,WhiteCrownedBlackWheatear,1,1.0,
451,2006,58,LaughingDove,1,13.0,
452,2006,58,TristramsStarling,1,50.0,
453,2006,58,LaughingDove,3,5.0,
454,2006,58,SinaiRosefinch,4,35.0,
455,2006,58,SpectacledBulbul,2,2.0,
456,2006,58,DesertLark,1,37.0,
457,2006,58,SinaiRosefinch,2,1.0,
458,2006,58,SinaiRosefinch,3,1.0,
459,2006,58,DesertLark,1,1.0,
460,2006,58,SandPartridge,7,1.0,
461,2006,58,SinaiRosefinch,6,1.0,
462,2006,58,SinaiRosefinch,7,10.0,
463,2006,58,LaughingDove,1,10.0,
464,2006,58,RockMartin,3,10.0,
465,2006,58,RockMartin,4,15.0,
466,2006,58,WhiteCrownedBlackWheatear,1,20.0,
467,2006,58,WhiteCrownedBlackWheatear,1,5.0,
468,2006,58,WhiteCrownedBlackWheatear,2,10.0,
469,2006,58,SinaiRosefinch,1,20.0,
470,2006,58,OlivaceousWarbler,3,20.0,
471,2006,58,RockMartin,2,10.0,
472,2006,58,LaughingDove,2,10.0,
473,2006,58,DesertLark,1,10.0,
474,2006,58,WhiteCrownedBlackWheatear,1,10.0,
475,2006,58,SinaiRosefinch,2,1.0,
476,2006,58,RockMartin,1,1.0,
477,2006,58,Blackstart,2,39.0,
478,2006,58,LaughingDove,1,10.0,
479,2006,58,Blackstart,1,1.0,
480,2006,58,RockMartin,1,72.0,
481,2006,58,WhiteCrownedBlackWheatear,1,20.0,
482,2006,58,Blackstart,1,10.0,
483,2006,58,OlivaceousWarbler,2,10.0,
484,2006,58,DesertLark,2,1.0,
485,2006,58,RockMartin,2,27.0,
486,2006,58,TristramsStarling,2,50.0,
487,2006,58,RockMartin,2,20.0,
488,2006,58,Blackstart,1,20.0,
489,2006,58,OrpheanWarbler,2,10.0,
490,2006,58,LaughingDove,1,10.0,
491,2006,58,Blackstart,1,10.0,
492,2006,58,RockMartin,2,74.0,
493,2006,58,SinaiRosefinch,2,5.0,
494,2006,58,DesertLark,2,24.0,
495,2006,58,TristramsStarling,1,50.0,
496,2006,58,WhiteCrownedBlackWheatear,1,1.0,
497,2006,58,RockMartin,2,57.0,
498,2006,58,WhiteCrownedBlackWheatear,1,2.0,
499,2006,58,LaughingDove,1,10.0,
500,2006,58,DesertLark,1,10.0,
501,2006,58,OliveTreeWarbler,1,10.0,
502,2006,58,Blackstart,1,10.0,
503,2006,58,SinaiRosefinch,4,10.0,
504,2006,58,SpectacledBulbul,1,19.0,
505,2006,58,SpectacledBulbul,1,72.0,
506,2006,58,SpectacledBulbul,1,5.0,
507,2006,58,SinaiRosefinch,2,10.0,
508,2006,58,RockMartin,3,10.0,
509,2006,58,HumesOwl,1,13.0,
510,2006,58,BrownNeckedRaven,3,15.0,
511,2006,58,LaughingDove,2,5.0,
512,2006,58,LaughingDove,3,65.0,
513,2006,58,LaughingDove,2,10.0,
514,2006,58,LaughingDove,5,10.0,
515,2006,58,LaughingDove,2,45.0,
516,2006,58,RockDove,1,100.0,
517,2006,58,HouseSparrow,10,30.0,
518,2006,58,LaughingDove,4,50.0,
519,2006,58,LaughingDove,2,30.0,
520,2006,58,RockDove,2,15.0,
521,2006,58,LaughingDove,2,20.0,
522,2006,58,HouseSparrow,5,59.0,
523,2006,58,Blackstart,1,1.0,
524,2006,58,HouseSparrow,5,78.0,
525,2006,58,WhiteCrownedBlackWheatear,1,50.0,
526,2006,58,RockDove,18,12.0,
527,2006,58,Blackstart,1,1.0,
528,2006,58,Blackstart,3,1.0,
529,2006,58,ScrubWarbler,2,48.0,
530,2006,58,RockDove,1,5.0,
531,2006,58,HouseSparrow,25,76.0,
532,2006,58,HouseSparrow,3,15.0,
533,2006,58,LaughingDove,1,38.0,
534,2006,58,SpectacledBulbul,1,10.0,
535,2006,58,LaughingDove,8,10.0,
536,2006,58,LaughingDove,1,15.0,
537,2006,58,WhiteCrownedBlackWheatear,2,1.0,
538,2006,58,RockDove,2,93.0,
539,2006,58,WhiteCrownedBlackWheatear,2,1.0,
540,2006,58,RockMartin,2,66.0,
541,2006,58,RockMartin,2,33.0,
542,2006,58,WhiteCrownedBlackWheatear,2,93.0,
543,2006,58,CollaredDove,10,86.0,
544,2006,58,WhiteCrownedBlackWheatear,2,72.0,
545,2006,58,EgyptianVulture,1,75.0,
546,2006,58,WhiteCrownedBlackWheatear,2,1.0,
547,2006,58,Blackstart,2,2.0,
548,2006,58,Hoopoe,1,30.0,
549,2006,58,WhiteCrownedBlackWheatear,1,20.0,
550,2006,58,Blackstart,1,20.0,
551,2006,58,ScrubWarbler,1,10.0,
552,2006,58,RockMartin,1,26.0,
553,2006,58,RockMartin,1,24.0,
554,2006,58,RockMartin,3,30.0,
555,2006,58,Hoopoe,2,50.0,
556,2006,58,ScrubWarbler,1,35.0,
557,2006,58,SpectacledBulbul,1,20.0,
558,2006,58,WhiteCrownedBlackWheatear,2,15.0,
559,2006,58,Blackstart,1,20.0,
560,2006,58,RockMartin,1,55.0,
561,2006,58,Blackstart,1,15.0,
562,2006,58,Hoopoe,1,20.0,
563,2006,58,RockMartin,1,30.0,
564,2006,58,RockMartin,1,60.0,
565,2006,58,RockMartin,3,15.0,
566,2006,58,WhiteCrownedBlackWheatear,1,10.0,
567,2006,58,WhiteCrownedBlackWheatear,1,5.0,
568,2006,58,RockMartin,2,30.0,
569,2006,58,ScrubWarbler,1,30.0,
570,2006,58,RockMartin,2,15.0,
571,2006,58,ScrubWarbler,1,25.0,
572,2006,58,Blackstart,2,30.0,
573,2006,58,WhiteCrownedBlackWheatear,1,40.0,
574,2006,58,RockMartin,2,30.0,
575,2006,58,RockMartin,2,50.0,
576,2006,58,RockMartin,1,20.0,
577,2006,58,Blackstart,1,15.0,
578,2006,58,Hoopoe,2,25.0,
579,2006,58,Blackstart,2,20.0,
580,2006,58,RockMartin,2,5.0,
581,2006,58,RockMartin,1,17.0,
582,2006,58,WhiteCrownedBlackWheatear,1,30.0,
583,2006,58,RockMartin,1,15.0,
584,2006,58,Blackstart,1,35.0,
585,2006,58,RockMartin,1,30.0,
586,2006,58,WhiteCrownedBlackWheatear,1,20.0,
587,2006,58,SandPartridge,4,50.0,
588,2006,58,CollaredDove,1,50.0,
589,2006,58,Hoopoe,3,50.0,
590,2006,58,WhiteCrownedBlackWheatear,1,1.0,
591,2006,58,RockMartin,1,5.0,
592,2006,58,RockMartin,1,5.0,
593,2006,58,Blackstart,1,1.0,
594,2006,58,Blackstart,1,5.0,
595,2006,58,BonellisWarbler,1,10.0,
596,2006,58,RockMartin,1,26.0,
597,2006,58,RockMartin,1,15.0,
598,2006,58,WhiteCrownedBlackWheatear,1,10.0,
599,2006,58,WhiteCrownedBlackWheatear,1,10.0,
600,2006,58,RockMartin,1,5.0,
